compound,target,El1_E8,El1_I8,El1_S6,El1_S5,El1_E2,El1_E5,El1_E6,El1_E7,El1_C5,El1_I11,El1_G1,El1_M7,El1_M10,El1_M11,El1_M3,El1_M4,El1_M1,El1_M2,El1_M5,El1_M6,El1_M8,El1_M9,El1_I10,El1_A5,El1_S15,El1_S1,El1_C2,El1_C1,El1_G2,El1_E10,El2_E8,El2_I8,El2_S6,El2_S5,El2_E2,El2_E5,El2_E6,El2_E7,El2_C5,El2_I11,El2_G1,El2_M7,El2_M10,El2_M11,El2_M3,El2_M4,El2_M1,El2_M2,El2_M5,El2_M6,El2_M8,El2_M9,El2_I10,El2_A5,El2_S15,El2_S1,El2_C2,El2_C1,El2_G2,El2_E10,El3_I8,El3_S6,El3_S5,El3_E2,El3_E5,El3_E6,El3_E7,El3_C5,El3_I11,El3_M7,El3_M10,El3_M11,El3_M3,El3_M4,El3_M1,El3_M2,El3_M5,El3_M6,El3_M8,El3_M9,El3_I10,El3_A5,El3_S15,El3_S1,El3_C2,El3_C1
K3HoCl6,1089,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3HoCl6,1133,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3ErCl6,1053,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,14.3,1.02,2.15,1.1,588.6,1151,2207,311.0,74.52,3,47,39,66,38,67,37,66,22,23,38,65,26.58,6,0.89,3.63,3173,1795,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3ErCl6,1083,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,14.3,1.02,2.15,1.1,588.6,1151,2207,311.0,74.52,3,47,39,66,38,67,37,66,22,23,38,65,26.58,6,0.89,3.63,3173,1795,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3TmCl6,1086,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,16.8,1.01,2.03,1.1,596.3,1163,2305,232.2,73.26,3,49,41,64,40,65,39,64,21,22,40,63,27.03,6,0.88,3.6,2223,1822,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3YbCl6,1148,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,34.9,1.0,1.99,1.05,603.4,1174,2408,152.3,59.94,3,51,43,62,42,63,41,62,17,21,42,61,36.41,6,0.868,3.59,1703,1091,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3YbCl6,1098,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,34.9,1.0,1.99,1.05,603.4,1174,2408,152.3,59.94,3,51,43,62,42,63,41,62,17,21,42,61,36.41,6,0.868,3.59,1703,1091,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3LuCl6,1089,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.22,16.4,0.99,1.94,1.15,523.5,1341,2054,427.6,50.98,3,53,45,60,44,61,43,60,20,20,44,59,26.86,6,0.861,3.37,3603,1950,3,1.24,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3TiCl6,1052,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.8,21.9,0.91,1.81,1.5,658.0,1310,2653,469.9,30.68924,4,56,48,58,47,59,45,57,51,51,46,56,25.06,4,0.67,2.58,3535,1998,4,1.52,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3TiCl6,1067,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.8,21.9,0.91,1.81,1.5,658.0,1310,2653,469.9,30.68924,4,56,48,58,47,59,45,57,51,51,46,56,25.06,4,0.67,2.58,3535,1998,4,1.52,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3TiCl6,1043,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.8,21.9,0.91,1.81,1.5,658.0,1310,2653,469.9,30.68924,4,56,48,58,47,59,45,57,51,51,46,56,25.06,4,0.67,2.58,3535,1998,4,1.52,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3CrCl6,1107,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3CrCl6,1141,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3CrCl6,1123,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3YCl6,1131,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3YCl6,1142,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3LaCl6,989,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.52,4.1,961.2,312,1,0.6,3.17,13.5,1.34,2.42,1.0,538.1,1067,1851,431.0,56.8,3,23,15,88,14,89,15,90,33,34,16,89,39.54,6,1.032,3.08,3743,1192,3,1.18,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3CeCl6,1019,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.18,11.4,1.23,2.4,1.05,527.8,1047,1940,431.9,69.7,3,27,19,86,18,87,17,86,32,33,18,85,37.85,6,1.01,4.5,3699,1071,3,1.19,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3PrCl6,1040,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3NdCl6,1050,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3NdCl6,1060,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3NdCl6,1046,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3EuCl6,1097,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,13.9,1.1,2.29,1.0,547.1,1086,2425,177.8,77.81,3,37,29,76,28,77,27,76,18,28,28,75,27.65,6,0.947,3.94,1713,1095,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3TbCl6,1115,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3DyCl6,1121,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.21,10.7,1.07,2.18,1.1,572.2,1126,2230,288.0,77.81,3,43,35,70,34,71,33,70,24,25,34,69,27.7,6,0.912,3.67,2873,1683,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3HoCl6,1147,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3ErCl6,1140,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.22,14.3,1.02,2.15,1.1,588.6,1151,2207,311.0,74.52,3,47,39,66,38,67,37,66,22,23,38,65,26.58,6,0.89,3.63,3173,1795,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3TmCl6,1153,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.22,16.8,1.01,2.03,1.1,596.3,1163,2305,232.2,73.26,3,49,41,64,40,65,39,64,21,22,40,63,27.03,6,0.88,3.6,2223,1822,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3YbCl6,1143,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.22,34.9,1.0,1.99,1.05,603.4,1174,2408,152.3,59.94,3,51,43,62,42,63,41,62,17,21,42,61,36.41,6,0.868,3.59,1703,1091,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3YCl6,1143,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3YCl6,1163,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3YCl6,1166,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3YCl6,1153,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3LaCl6,1050,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.17,13.5,1.34,2.42,1.0,538.1,1067,1851,431.0,56.8,3,23,15,88,14,89,15,90,33,34,16,89,39.54,6,1.032,3.08,3743,1192,3,1.18,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3CeCl6,1073,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.18,11.4,1.23,2.4,1.05,527.8,1047,1940,431.9,69.7,3,27,19,86,18,87,17,86,32,33,18,85,37.85,6,1.01,4.5,3699,1071,3,1.19,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3CeCl6,1083,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.18,11.4,1.23,2.4,1.05,527.8,1047,1940,431.9,69.7,3,27,19,86,18,87,17,86,32,33,18,85,37.85,6,1.01,4.5,3699,1071,3,1.19,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3PrCl6,1103,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3PrCl6,1063,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3PrCl6,1094,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3NdCl6,1086,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3NdCl6,1101,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3NdCl6,1108,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3SmCl6,1159,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3SmCl6,1117,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3EuCl6,1136,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,13.9,1.1,2.29,1.0,547.1,1086,2425,177.8,77.81,3,37,29,76,28,77,27,76,18,28,28,75,27.65,6,0.947,3.94,1713,1095,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3GdCl6,1146,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.2,10.6,1.09,2.22,1.1,592.4,1186,1999,387.6,68.06,3,39,31,74,30,75,29,74,27,27,30,73,28.171,6,0.938,3.91,3273,1591,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3TbCl6,1153,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3HoCl6,1150,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3ErCl6,1169,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.22,14.3,1.02,2.15,1.1,588.6,1151,2207,311.0,74.52,3,47,39,66,38,67,37,66,22,23,38,65,26.58,6,0.89,3.63,3173,1795,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3ErCl6,1163,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.22,14.3,1.02,2.15,1.1,588.6,1151,2207,311.0,74.52,3,47,39,66,38,67,37,66,22,23,38,65,26.58,6,0.89,3.63,3173,1795,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
